Relation Phrase,Cluster ID
earnings comparison,818
remuneration comparison,818
remuneration ceiling for,819
remuneration ceiling difference,819
remuneration ceiling effective date,820
remuneration ceiling expiry date,820
magnitude of contraction,821
change magnitude,821
magnitude of change,821
adopted,822
adopted due to,822
adopted in,822
adopted at,822
adopted by,822
adopted over,822
adopted on,822
adopts,822
covered in,823
covers pages,823
covers to,823
covered,823
covered by,823
to cover,823
covers,823
covering,823
must cover,823
cover,823
gradually bring down,824
gradual downward path,824
was stronger than expected in,825
data stronger than expected,825
equated to,826
equated with,826
approval date,827
effective date,827
new effect date,827
unaffected in terms of,828
unaffected by pandemic in terms of,828
unaffected by agreement,828
unaffected by,828
growth unaffected by,828
is receding in,829
has been receding across,829
is receding,829
hold off,830
put off,830
is complicated by,831
complicated by,831
found in series,832
part of series,832
had a high overburden rate,833
vary in overburden rate,833
exceeded the overburden threshold in,833
had an overburden rate of,833
faces a higher cost overburden rate,833
reduces real value of,834
can lower the real value of,834
attributable to,835
due to attribution of,835
caused low supply,836
had low supply in,836
makes up,837
made up,837
make up,837
capacity decreased due to,838
capacity decreased by,838
capacity fell due to,838
capacity fell by,838
reduce capacity in,838
capacity dropped by,838
equity prices fell by,839
equity prices decreased by,839
equity price fall in,839
equity prices decreased by percentage in,839
continue to provide ample liquidity through,840
provides euro liquidity to,840
funded with liquidity from,840
provides liquidity support to,840
will provide liquidity,840
to ensure sufficient liquidity by,840
support liquidity in,840
increase in equity prices,841
increase in stock prices,841
equity prices gained percentage in,842
equity prices rose by percentage in,842
equivalent entity in different location,843
Comparison entity,843
equivalent entity,843
contrast entity,843
differs little between,844
difference very small in,844
is the largest in,845
holds the largest,845
has the largest number of,845
is largest on record,845
is largest in,845
must have,846
must feature,846
has potentially larger share of jobs in,847
higher proportion of employment in,847
experienced divergence,848
experienced divergence in,848
has discretion to deviate from,849
can deviate from,849
deviation since,849
deviations from,849
reveals deviation,849
deviates from,849
shows deviation from,849
economic activity continued despite,850
has economic activity,850
economic activity increased in,850
economic activity,850
reveal outcomes in terms of,851
reveal different outcomes in terms of,851
divergence from,852
divergence with,852
show divergence between,853
demonstrates divergence with,853
show divergence in,853
show divergence between sectors,853
supports effectiveness,854
supported effectiveness of,854
established by channel from,855
establishes channel,855
completed by,856
successfully completed according to,856
got affected due to dependence of,857
affected by reliance on,857
increased reliance on,857
made payments,858
interest paid,858
deposit at,859
deposits from,859
attracted deposits from,859
relates to deposits of,859
redirected to,860
redirected towards,860
unit profits remain unchanged,861
profits remain unchanged,861
desired to,862
desired after,862
envisage for,863
envisage,863
envisaged after,863
envisaged for,863
close due to,864
closed due to,864
change described as,865
change description,865
economy status,866
economic condition,866
as economic conditions,866
differences caused by,867
caused by differences in,867
motivated,868
motivated by,868
could be motivation for,868
has incompleteness,869
incomplete due to,869
has first wave in,870
compared with first wave in,870
can erode,871
eroding,871
erodes,871
signals recovery in,872
signals rebound in,872
To Absorb,873
will absorb,873
is expected to absorb,873
absorbed,873
largest exporter,874
is the largest importer of,874
important exporters of,874
is a relatively large importer of,874
account for half of increase in,875
to account for around half of increase in,875
recovery regions,876
region recovered to,876
has monthly pace of,877
will continue at a monthly pace of,877
present,878
present in,878
target deadline,879
deadline limited to,879
deadline for,879
assigned role in,880
assigned to,880
assigned,880
mirrors increase in,881
mirrors increase,881
partnered with,882
coupled with,882
Deposit shift reason,883
Deposit shift to,883
Deposit shift from,883
Deposit movement response,884
Deposit movement to,884
amount released,885
announced release amount,885
expected convergence,886
expects convergence,886
requires convergence,886
expected to converge to,886
converge to level,887
to converge to level,887
convergence to level,887
converge within,887
converge to,887
production level compared to,888
output level comparison,888
quantify increase of,889
quantify decrease of,889
impact type,890
type of impact,890
nature of impact,890
decreased by basis points,891
narrowed by 29 basis points,891
narrowed by 10 basis points and,891
narrowed by basis points,891
reaches 10 basis points above,891
in basis points,892
value in basis points,892
to settle in,893
settle at,893
settled on,893
will settle in,893
settled in,893
yield percentage,894
yield percentage at the end of review period,894
new yield percentage,894
in 2022 was,895
on January 2022,895
contribution in January 2022,895
in 2021,896
in 2020,896
moved in parallel with,897
in parallel to,897
moves in parallel with,897
operated in parallel in,897
according to,898
is according to,898
According to,898
moves in line with,899
moved in line with,899
in line with,900
is in line with,900
is key to address,901
is key during,901
key for,901
is key to,901
key to understanding,901
by around,902
is around,902
around,902
to around,902
timing,903
influenced by timing of,903
timing of,903
respond to uncertainty with,904
uses to address uncertainty,904
needed to deal with,905
can deal with,905
used for dealing with,905
characteristic,906
has defining feature,906
characteristic in,906
have characteristic,906
is a characteristic of,906
are characteristics,906
has characteristic,906
characteristic for,906
characteristic of,906
has distinctive feature,906
features,907
is feature of,907
key features of,907
noted features,907
features of,907
has a feature,907
feature,907
feature of,907
caused by reluctance of,908
reluctance to,908
reluctance due to,908
has mpc range,909
has MPC rate,909
movement caused by,910
cause movement of,910
movement from,911
movement into,911
level of uncertainty is particularly high,912
has high uncertainty due to,912
subject to high uncertainty due to,912
impact uncertainty,913
impact uncertainty on,913
may push up,914
will push up,914
could push up,914
pushing up,915
pushed up,915
pushed up by,915
push up,915
hesitant about,916
hesitant for,916
in quarter,917
associated with quarter,917
includes quarter,917
quarter on quarter,917
seen in quarter,917
change in quarter,917
agreed time,918
agreed date,918
surrounded by uncertainty,919
surrounded by uncertainty due to,919
increased uncertainty,920
increased uncertainty in,920
Uncertainties increased,920
adds uncertainty to,921
added uncertainty to,921
source of uncertainty for,922
sources of uncertainty,922
introduced incentives for,923
offers incentive,923
has strengthened incentives for,923
provides incentives for,923
provides incentive for,923
raised limits on,924
limit increase in,924
have uncertainty due to,925
uncertainty about,925
uncertain about,925
uncertainty surrounding,925
cause of uncertainty,925
uncertainty for,925
uncertain due to,925
uncertainty due to,925
uncertainty caused by,925
remain uncertain,926
remains uncertain regarding,926
remains uncertain,926
remains uncertain due to,926
has a transmission range,927
transmission range to,927
is a determinant of,928
determinant of,928
significant determinant of,928
determinant in,928
investment level above,929
investment level below,929
has relative importance,930
assigns slightly higher importance to,930
Trying to ensure timely return of inflation,931
to achieve return of inflation to,931
increase for age group,932
increase in age group,932
asked to continue working,933
asked to continue working on,933
can be adjusted flexibly across,934
adjustable across,934
set out in,935
sets on,935
sets out,935
contribution to money creation,936
most prominent contributor to money creation,936
dominance in money creation in,937
dominant source of money creation,937
electricity production contribution from,938
renewable energy contribution to electricity production,938
electricity generated by,939
electricity produced by,939
electricity production from,939
future demand expected,940
expectation for future demand,940
rebalance,941
rebalancing,941
counterbalanced by,942
counterbalance,942
counterbalanced,942
partly counterbalanced,942
became balanced with,943
become more balanced due to,943
balance with,943
become more balanced with more information,943
had momentum,944
had growth momentum,944
momentum turned,944
showing positive momentum with,945
strong momentum indicated by,945
describes momentum as,945
suggests momentum of,945
not differentiated due to,946
cannot differentiate,946
hard to distinguish from,947
difficult to discern because of,947
difficulty to identify due to,947
indicates pattern,948
show pattern in,948
experienced wage growth decline in,949
saw wage growth decline in,949
accompanied onshoring with,950
accompanied by,950
accompany,950
accompanied,950
was accompanied by,950
records,951
R record,951
record,951
record time,951
exports contraction by,952
exports contraction to,952
show volatility in,953
displayed volatility similar to,953
reached new liquidity level,954
increase in liquidity date,954
increased liquidity by,954
had liquidity increase,954
added liquidity amount,955
injected liquidity amount,955
provided liquidity injections to,955
injected liquidity into,955
drained liquidity from,955
received liquidity injections amount,955
engineered to take advantage of,956
took advantage of,956
take advantage of,956
takes advantage of,956
experience loss due to,957
experience demand losses due to pandemic,957
sparked by,958
spurred,958
spurred confidence,958
spurred by,958
fueled by,959
fueled,959
directed to be accommodated for,960
has directed to accommodate,960
purpose in STR calculation,961
considering uses for str in,961
could curtail,962
could be curtailed by,962
curtailed by,963
curtailed,963
sum of,964
is a sum of,964
support economy of,965
supported economic activity in,965
supports economy of,965
supports economy in,965
supports economy,965
percentage in labour force in year,966
change in percentage in labour force from year to year,966
change in percentage in labour force from percentage to percentage,966
excludes region,967
excluded region,967
unable to repay,968
unable to buy,968
not in proportion to,969
not necessarily proportional to,969
has presence of,970
presence of,970
excluded from,971
excluded,971
matched with,972
match,972
excludes,973
exclude,973
excludes for,973
Exclude,973
excludes due to,973
excluding,974
Excluding,974
reduction pace determination after,975
reduction timing decided,975
edged down in,976
edged up following,976
edged up slightly in,976
edged up in,976
edged up to,976
have edged up,976
edge down,976
edged up,976
edged up above,976
reached its trough,977
reached trough during,977
experienced trough at,977
reached trough,977
increase in fourth quarter,978
fourth quarter of year,978
increase in same quarter as,978
has stance towards,979
stance,979
stance type,979
is stance of,979
expected higher rate compared to time,980
expected higher rate value,980
current share,981
previous share,981
labelled as,982
Labelled as,982
is about the,983
is about,983
about,983
say about,983
grouped on the basis of,984
grouped into,984
grouped in,984
category of,985
in category,985
category in,985
most apparent shortage of,986
shortage most apparent for,986
increased by last quarter of 2020,987
increased by first quarter of 2021,987
reported shortage of,988
reported shortage in,988
shortage reported in,988
classified under,989
categorized in,989
is categorized under,989
categorized under,989
classified as,990
Classified as,990
classed as,990
classified in,990
facing shortage of,991
facing shortages of,991
causing shortages of,992
leading to shortages of,992
narrowed relative to,993
narrowed by,993
narrowed due to,993
narrowed from,993
narrowed during,993
narrowed in,993
results in narrowing of,994
caused narrowing of,994
influenced narrowing of,994
constructed by,995
constructed for,995
used for constructing,996
used to construct,996
inflation data extend back to,997
inflation data shown in,997
holding back,998
hold back,998
hold back on,998
held back by,998
holds back,998
speeds up,999
speed up,999
should speed up,999
increased issuance since,1000
Increased issuances since,1000
increased issuance of,1000
is a major component of,1001
main component of,1001
support analysis of,1002
support analysis in,1002
has component,1003
has components,1003
includes components of,1004
includes component,1004
components,1005
component of,1005
is component of,1005
is a component of,1005
components of,1005
extracts,1006
extracted from,1006
is extracted to produce,1006
should not capture,1007
do not capture,1007
not captured by,1008
not captured in,1008
does not capture,1009
not capturing,1009
fails to capture,1010
unable to capture,1010
strengthening percentage,1011
strengthening rate,1011
not observed in,1012
not occurred,1012
projected path,1013
projected path according to,1013
ensure facet,1014
preserve facet,1014
fallback option for,1015
fallback onto,1015
Rise in funding costs,1016
Rise in funding costs date,1016
time of increase in financing for,1017
experienced increase in financing cost since,1017
paid for,1018
paid to,1018
paid,1018
pay,1018
paid by,1018
automatically increase in,1019
automatically increase when,1019
target sector,1020
targeting sector,1020
induced by,1021
induced,1021
induces,1021
potential to fuel,1022
could further fuel,1022
stand in relation to,1023
stand compared to,1023
worked in,1024
worked,1024
of employment for,1025
employed in,1025
work with,1026
working at,1026
work for,1026
collaborate with,1027
for collaboration between,1027
cooperates with,1028
cooperate for,1028
responds less to,1029
have less responsive,1029
less responsive to,1029
job retention schemes were,1030
affected by job retention schemes,1030
job retention schemes increase compared with,1031
job retention schemes increase by,1031
Future policy rate decisions,1032
future policy rate decisions influenced by,1032
be discontinued,1033
discontinued on,1033
discontinued when,1033
discontinued,1033
discontinued in,1033
distributed to,1034
distribution within,1034
distribution along,1034
in the distribution of,1034
distribution across,1034
redistributed to,1034
depreciation rate,1035
depreciation percentage,1035
depreciated due to,1036
due from depreciation of,1036
could be depreciated by,1036
depreciated because of,1036
depreciated by,1036
depreciated against,1037
depreciated most against,1037
depreciation against,1037
lacked,1038
lack,1038
lacks,1038
approximation,1039
approximates,1039
contingent on,1040
should be contingent on,1040
contingent upon,1040
conditional on,1041
was conditional on,1041
became apparent since,1042
contribution became noticeable to,1042
noticeable since,1042
was noticeable in,1042
noticeable in,1042
noticable since,1042
noticed in,1042
becoming more prominent,1043
is becoming more prominent towards,1043
became more visible in,1043
not compensated by,1044
not covered by,1044
did not cover,1045
not cover,1045
does not cover,1045
Indicating normalisation for,1046
normalisation sign,1046
tend to report,1047
has tendency to report,1047
are more likely to report,1047
time period normalized,1048
time of normalization,1048
normalisation time,1048
expected to normalise after,1049
normalization expected due to,1049
expected to normalize,1049
normalised due to,1050
normalisation due to,1050
normalisation of,1051
normalisation in,1051
normalised in,1052
Normalized In,1052
normalized in,1052
behavior across,1053
displays behaviors across,1053
behaved in,1054
behaviour during,1054
behaved during,1054
behaved over,1054
post analysis and assessment,1055
includes post analysis,1055
behavior in,1056
behaviour in,1056
behaviour due to,1056
behavior,1056
behaviour of,1056
had behavior,1057
has behaviour,1057
unchanged rate type during,1058
unchanged rate,1058
policy rates unchanged,1058
Until time,1059
until,1059
until at least,1059
do until,1059
aims to stimulate,1060
stimulate,1060
stimulates,1060
Stimulate,1060
adjustable when,1061
adjustable in response to,1061
easier to adjust in response to,1061
halted during,1062
stopped,1062
temporarily halted,1062
halted,1062
halted in,1062
halted by,1062
disrupted,1063
disrupting,1063
disrupted by,1063
intensified disruptions in,1063
disrupts,1063
lead to disruption,1063
disruptions in,1063
caused disruptions in,1063
disruption,1063
disrupt,1063
is disrupted in,1063
has disrupted,1063
experienced disruptions due to,1063
triggered disruptions,1063
could be disrupted by,1063
triggers,1064
triggering,1064
triggered by,1064
trigger,1064
triggered,1064
indicates classification,1065
specifies classification for,1065
R in country,1066
R status in country,1066
deployed in year,1067
deployed,1067
is deployed to,1067
in countries with,1068
in countries,1068
across countries,1068
country,1069
in country,1069
revised direction,1070
revision direction,1070
watches closely,1071
closely follow,1071
follow closely,1071
contact for,1072
contacts mostly at,1072
Contacts are from,1072
contacts with,1072
contributed to fall in,1073
contributes to fall in,1073
increased relevance due to increase in,1074
relevance increased over,1074
growing relevance,1074
correlated globally due to,1075
become correlated globally due to,1075
examples of,1076
examples,1076
examples include,1076
examples are,1076
example of,1077
Example of,1077
is example of,1078
is a example of,1078
is an example of,1078
cushion impact of,1079
cushion impact,1079
expected to overtake,1080
expected to overtake in,1080
impedes,1081
impede,1081
discouraged from,1082
discouraged due to,1082
increase likelihood,1083
increase likelihood with decreasing,1083
highlighted by,1084
highlighted,1084
highlighted during,1084
highlight,1085
highlights,1085
is mentioned in analysis,1086
related to analysis,1086
in each year of,1087
accounts for in each year,1087
contributes to terms of trade impact in,1088
affects terms of trade for,1088
average share provided to,1089
time of average share,1089
in May 2021,1090
in May,1090
happened to in May,1090
in June,1091
was in June,1091
curbed growth in,1092
curbed the growth of,1092
in April was,1093
in April for,1093
in April,1093
in April is,1093
in April fell to,1094
declined in April from,1094
increases labour force participation in,1095
Labour Force Participation Rate In,1095
Labour Force Participation Rate Was,1095
increase coverage to,1096
increase coverage from,1096
difficult to maintain or increase,1097
maintaining is a challenge in,1097
aim to influence by monitoring,1098
aiming to influence,1098
R reviewed by,1099
R EXPLAINED BY,1099
reflects preference of,1100
preference reflects,1100
expected to fade in,1101
fading expected by,1101
preference reason,1102
reason for preference,1102
favoured over,1103
favoured,1103
called for,1104
call for,1104
calls for,1104
called for by,1104
responds more significantly than,1105
reacts more than,1105
had stronger response in,1106
had stronger response to,1106
had stronger response than,1106
had preference for,1107
showed preference for,1107
show preference in,1108
show preference for,1108
preferred by,1109
preferred at,1109
preferred for,1109
preferred due to,1109
preferred over,1109
prefer,1110
prefers,1110
is holding up due to,1111
holding up for,1111
held up during,1111
holding up in,1111
holding up to,1111
expected to dissipate,1112
assumed to dissipate by,1112
dissipate,1113
dissipate over time,1113
smaller surplus according to,1114
smaller surplus amount in,1114
surplus in year,1115
surplus according to,1115
surplus amount in,1115
reflects trade surplus,1115
surplus of,1115
had surplus with,1115
good surplus,1115
surplus in area,1115
had trade surplus,1115
supports activity in,1116
supports activity by,1116
supports activity,1116
encompasses area of,1117
encompasses,1117
acts as a buffer against,1118
provides buffer against,1118
buffers against,1118
acts as buffer in,1118
acts as buffer to,1118
buffer,1119
buffer for,1119
estimation year,1120
effect duration year,1120
effect estimation year,1120
measure duration year,1121
measure extension year,1121
extension year,1121
did not provide,1122
difficult to provide,1122
not providing,1122
cannot provide,1122
not contributing to,1123
do not contribute much to,1123
stopped contributing to,1123
may not contribute to,1123
did not specify,1124
is not specified in,1124
does not imply,1125
does not assume,1125
does not follow,1125
not assumed by,1125
does not suggest,1125
does not disclose,1125
does not lead to,1125
does not indicate,1125
not indicative of,1125
does not signal,1125
included to capture,1126
captured by,1126
capture,1126
possibly capture,1126
can capture,1126
aims to capture,1126
should capture,1126
captures,1126
captured in,1126
took up,1127
is taking,1127
took,1127
taken by,1127
Taken,1127
taken in,1127
take,1127
decline in trust occurred after,1128
show lower levels of trust in,1128
related to lower trust at,1128
lower trust in,1128
has seen a decline in trust,1128
decrease in trust in,1128
saw public trust decrease,1128
shows lower levels of trust in,1128
are needed to complement and reinforce,1129
need to be complemented and reinforced by,1129
embedded in,1130
embedded within,1130
should complement,1131
would complement,1131
complement,1132
complements,1132
alternate name,1133
alternate name of,1133
not considering,1134
does not consider,1134
did not fully consider,1134
not due to,1135
not caused,1135
not caused by,1135
not direct result of,1136
was not result of,1136
not a direct measure due to,1137
not a direct measure of,1137
not direct gauge of,1138
not a direct gauge of,1138
is complemented by,1139
complemented by,1139
complementing,1140
is complementing,1140
use as financing instruments,1141
main financing instruments include,1141
not taken into account,1142
does not account for,1142
appears larger during,1143
larger than usual due to,1143
could prevent increase by,1144
prevented rise in,1144
not directly linked to,1145
not linked to,1145
not associated with,1146
not strongly associated with,1146
Accommodate,1147
help accommodate,1147
recorded highest percentage of decline,1148
largest decline since,1148
highest decrease in,1148
comparison to benchmark,1149
relation to benchmarks,1149
benchmark for,1149
is a key benchmark for,1149
benchmark,1149
is benchmark,1149
not included in,1150
does not include,1150
not considered in,1151
are not considered,1151
met with,1152
met from,1152
met in,1152
met on,1152
expected moderation from,1153
potential moderation in,1153
remain cautious due to,1154
may remain cautious about,1154
to meet,1155
meets,1155
meet,1155
meeting in,1156
had meeting on,1156
Meetings On,1156
meeting on,1156
conducted meeting on,1156
Before meeting in,1156
viewed with caution due to,1157
needs caution because of,1157
cautions against relying on,1158
should not rely on,1158
cautions against,1158
expected to moderate,1159
anticipated to moderate,1159
expected to moderate in,1159
anticipated that moderate,1159
Lending Moderation Reason,1160
Lending Moderation Time,1160
soften,1161
softening,1161
softening of,1161
dedicated to,1162
devoted to,1162
will be devoted to,1162
was moderate due to,1163
moderate use due to,1163
moderate in,1164
moderates,1164
moderate to,1164
driver of moderation,1165
moderation contributed by,1165
Moderation Driven By,1165
continued actions to mitigate,1166
continued actions to mitigate effects of,1166
moderation caused by,1167
moderation due to,1167
moderation reasons include,1167
growth moderation caused by,1168
growth moderation explained by,1168
moderated after,1169
moderated during,1169
is moderated by,1170
moderated by,1170
helps cushion impact of,1171
to cushion impact of,1171
expected to cushion impact of,1171
moderated to,1172
moderated,1172
moderated in,1172
moderated from,1172
moderated due to,1173
moderated because of,1173
to cushion,1174
cushion,1174
cushioning,1174
cushions,1174
intended to cushion,1174
being cushioned by,1175
may be cushioned by,1175
might use to cushion,1175
cushioned by,1175
time of fall,1176
expected fall time period,1176
fall time,1176
use instrument,1177
instrument for,1177
RATIO CHANGE TIME,1178
RATIO TIME,1178
affected sector,1179
affect sectors,1179
sector affected,1179
supports sectors of,1180
supports sector,1180
support sectors affected by,1180
method used,1181
method to,1181
is method for,1181
method of,1181
method for,1181
process method,1182
processes,1182
process of,1182
in process of,1182
process,1182
agrees less,1183
agrees more,1183
confirms,1184
confirmed by using,1184
confirmed,1184
confirm,1184
confirmed to support,1184
confirmed the,1184
confirms assessment of,1184
confirmed the level of,1184
confirmed information,1184
confirmation of information,1184
confirmation of,1184
agreed to support,1184
confirms about,1184
verify,1184
confirmed by,1184
agreed by,1185
agreement on,1185
agreed in,1185
agreed on providing,1185
agreed on,1185
reach agreement on,1185
announced agreement,1186
announced agreement on,1186
occurrence place,1187
occurrence near,1187
aims for resilience in,1188
aimed to increase resilience of,1188
needs to be recorded in,1189
should be recorded in,1189
position on,1190
position in,1190
status at end,1191
status until,1191
crossed above,1192
crosses,1192
crossed,1192
proposed in,1193
proposed definition for,1193
proposed by,1193
proposed on basis of,1193
proposed,1193
propose,1194
proposes,1194
to propose,1194
announced additional emergency measures at,1195
announced additional measures at,1195
announced measures for,1195
split among,1196
split from,1196
split between,1196
divided into,1197
divided by,1197
divided according to,1197
rallied in,1198
rallied to,1198
contain rise in,1199
try to contain rise in,1199
revised up inflation projections for,1200
revised up growth projection,1200
energy inflation contribution,1201
contribution to inflation by,1201
contribution to goods inflation,1201
contribution rate to inflation,1201
rose to percentage,1202
rose by percentage in,1202
uses selected data to provide assessment of,1203
uses selected data to assess,1203
use besides,1204
besides,1204
aside from,1204
review period in,1205
in review period,1205
review period,1205
had review period,1206
had review period to,1206
had review period from,1206
had dampening effect,1207
dampen effect on,1207
dampening effect on,1207
dampening impact on,1207
contributed to dampening impact on,1207
entered into force,1208
entered into force on,1208
enter into force,1208
enters into force by,1208
incurred by,1209
incurred during,1209
incurred,1209
might continue to dampen in,1210
might continue to dampen,1210
continues to dampen,1210
Owing to,1211
owing to,1211
is dampened by,1212
dampening,1212
dampened,1212
dampened by,1212
dampens,1213
dampens use,1213
cumulated increase by,1214
cumulated increase since,1214
expected to be dampened by,1215
expected to dampen in,1215
likely to dampen,1216
could dampen,1216
can dampen,1217
will dampen,1217
complicates attribution to,1218
difficult to interpret in,1218
complicates interpretation of,1218
complicate,1219
complicates,1219
similar period,1220
has a value during the same period,1220
during the same period,1220
export volumes of,1221
exports,1221
exports amount,1221
exports from,1221
traditionally exported to,1221
exported by,1221
export to,1221
received exports from,1221
export share 2019,1222
exports share,1222
percentage of exports,1222
increase reason,1223
Increase Reason,1223
stability period from,1224
stability period to,1224
stability period,1224
stability over period,1224
time frame for stability,1224
finalized time,1225
finalised time,1225
finalised when,1225
finalised in,1225
emerge in,1226
starting to emerge in,1226
emerges as,1226
emerging in,1226
emerged recently,1226
impairment cause,1227
impairment risk,1227
of services inflation,1228
services inflation impact,1228
in the face of,1229
in face of,1229
could impair by,1230
could impair,1230
may be impaired by,1231
could be impaired in,1231
impaired after,1231
impaired by,1231
considers element,1232
considers element of,1232
confronted,1233
confronted with,1233
face,1234
faces by,1234
faces,1234
involve goods,1235
include goods,1235
likely to exacerbate,1236
could exacerbate,1236
may exacerbate,1236
is exacerbated by,1237
exacerbated by,1237
exacerbated,1237
exacerbate,1237
faced,1238
faced with,1238
faced by,1238
facing by,1239
facing,1239
when facing,1239
not allowed due to,1240
not allowed to enter,1240
type of financial support,1241
type of support,1241
propagate via,1242
propagate to,1242
propagated through,1242
propagate through,1242
propagate among,1242
hindered,1243
hindered by,1243
impeded by,1243
hampered by,1243
face obstacles in accessing,1244
found difficult access to,1244
difficult access to,1244
more difficult access compared to,1244
obstacles to,1245
obstacle to,1245
hindrances for,1245
tend to replace with,1246
tend to substitute,1246
includes countries,1247
countries included,1247
Includes economies,1248
in economies,1248
used against,1249
deployed against,1249
stabilize inflation over,1250
aims to stabilize inflation at,1250
aims to stabilize inflation over,1250
ensure inflation stabilises,1251
to stabilise inflation at,1251
ensure inflation moves towards,1252
aim to ensure inflation towards,1252
ensures inflation moves towards,1252
committed to inflation aim,1252
has inflation target,1253
is the inflation target for,1253
aims for inflation rate,1253
aims for inflation target,1253
aims to achieve inflation target over,1253
aims to return inflation target over,1253
has inflation target of,1253
aims for inflation,1253
decisions influenced by,1254
decisions not influenced solely by,1254
hit,1255
hits,1255
hit by,1255
computed by subtracting,1256
calculated by subtracting,1256
process timespan,1257
timespan for,1257
data collected in,1258
was collecting data from,1258
collects information for,1258
collected data type,1258
assumed level on,1259
expected level in,1259
expected level at horizon end,1259
anticipated level by,1259
offering at,1260
purpose of offering,1260
offered,1260
offered at,1260
offered by,1260
offer,1260
offered before,1260
offered besides,1260
offered to,1260
offers,1260
offers as,1260
offered during,1260
offering,1260
could stem from,1261
stems from,1261
stem from,1261
stemming from,1261
developments during,1262
developments in,1262
develops,1263
develop,1263
developed,1264
developed by,1264
developed for,1264
developing in,1265
developing,1265
R for year,1266
R in year,1266
should be attentive to,1267
attentive to,1267
stalled in,1268
stalled,1268
stalled due to,1268
associated with upward pressure on,1269
caused upward pressure on,1269
preferable alternative to,1270
alternative for,1270
alternative to,1270
alternative,1270
alternative use,1270
has alternative framework,1270
alternative approach to,1270
committed purchase from,1271
committed purchase,1271
continue to monitor,1272
will continue to monitor,1272
continue to assess,1272
strengthen capacity in,1273
strengthens capacity to implement,1273
enhances capacity,1273
strengthens capacity to prepare,1273
involves moving,1274
require time to relocate,1274
involves relocating,1274
accompanied by relocation,1274
combine data,1275
combine from,1275
combines,1275
represented in funding,1276
represents funding of,1276
suggests replacement of,1277
may replace,1277
possible replacement,1277
decline in total hours worked by fourth quarter relative to,1278
decline in hours worked compared to,1278
decline in hours worked by,1278
dip in hours worked during,1278
decline in hours worked,1278
total hours worked less than,1279
work hours difference per week,1279
employment and hours worked difference compared to,1279
hours worked in,1279
total hours worked compared to,1279
represents progress in,1280
indicate progress of,1280
replaced with,1281
replaced,1281
replaces,1281
replaced by,1281
are making progress in,1282
accompanied by progress in,1282
progresses,1283
progress,1283
substitute towards,1284
substitution towards,1284
Target Rate,1285
target value,1285
targeted percentage,1286
target percentage,1286
remained dominant source of,1287
dominant source of,1287
substituted,1288
substituted with,1288
substitute with,1289
substitution from,1289
substitute for,1289
substitution with,1289
substitute,1289
is dominant in,1290
dominant in,1290
dominant during,1290
dominated by,1291
dominated,1291
dominate,1291
dominates,1291
not compared with,1292
not fully comparable to,1292
state characterized by,1293
state described as,1293
has policy measure,1294
has policy,1294
is a policy of,1295
policy stated by,1295
recent loosening,1296
has been further loosened since,1296
difference amount,1297
comparative amount,1297
change amount,1297
Revision amount,1298
revision quantity,1298
revision amount for year,1298
last revision year,1298
amount of drop,1299
estimated drop,1299
affected countries,1300
impacted by countries,1300
has object,1301
has object of,1301
recorded increases across,1302
recorded gains during,1302
expected revisions can be found in,1303
expects revision of,1303
unsuitable due to,1304
not viable in,1304
not suitable in,1304
assumes no change in,1305
assumes no occurrence of,1305
sector context,1306
context of sector,1306
offset pressure from,1307
offset pressure on,1307
reached percentage,1308
reaches percentage of,1308
reached rate,1308
passed by,1309
pass on by,1309
pass on,1309
become effective on,1310
proven effective for,1310
effective from,1310
Effective From,1310
is effective when,1310
effective after,1310
effective in,1310
was effective following,1311
effective following,1311
actual contraction by,1312
contraction compared to,1312
actual contraction compared with,1312
interest rate level lower,1313
interest rate level present,1313
sector within,1314
in sectors,1314
in sector,1314
is a sector,1315
sector of,1315
sector,1315
is a sector with,1315
acting as a drag on,1316
drag on,1316
acts as drag on,1316
was a drag on,1316
acted as a drag on,1316
turnover decreased from,1317
signalled decline in turnover since,1317
restrained in,1318
restrains,1318
intended to restrain,1318
restrained by,1318
Restrained by,1318
responsible for,1319
is responsible for,1319
has responsibility for,1319
primarily responsible for,1320
has primary responsibility for,1320
R causes,1321
R Cause,1321
setup of,1322
set for year,1322
set at,1322
may set up,1322
set according to,1322
set up,1322
set up for,1322
is set to,1322
set,1322
decided to set up,1322
set by,1322
set for,1322
become less negative in,1323
less negative due to,1323
became less negative,1323
optimistic due to,1324
become more optimistic about,1324
more positive than,1324
became more optimistic,1324
more optimistic than,1324
demanded by,1325
demanded,1325
is demanded in,1325
held by,1326
of holding,1326
held in,1326
to hold instead of,1326
holds in,1326
hold,1326
holding,1326
holds,1326
to hold,1326
held,1326
covered percentage of labour force in,1327
labour force covered by,1327
highest percentage of labour force covered by,1327
percentage of labour force covered by job retention schemes,1328
highest percentage of labour force covered by job retention schemes,1328
dominant driver of,1329
is predominant driver,1329
to become dominant driver of,1329
affected components,1330
affecting components of,1330
tilted to,1331
tilted outlook to,1331
tilted to the downside for,1331
tilted towards,1331
tilted,1331
tilted to the upside for,1331
assessed tilted towards,1331
was tilted towards,1331
pose downside risks in,1332
suggest downside risks to,1332
present downside risk to,1332
is considered a significant downside risk to,1333
is a notable downside risk for,1333
is a downside risk that could impact,1333
risks tilted towards,1334
RISK TILT,1334
other risks tilted towards downside for,1335
