Relation Phrase,Cluster ID
used finance for,1549
used to finance,1549
expenditure of,1550
expenditure in,1550
expenditures on,1550
input to,1551
serves as input to,1551
input for assessing,1551
served as input for,1551
finance to,1552
to finance,1552
finance,1553
finances,1553
spent through,1554
spent from,1554
related to purchases under,1555
purchased under,1555
makes purchases under,1555
spend on,1556
start spending,1556
spending amount,1556
spend,1556
spending,1556
gets spent on,1556
to receive from,1557
received with,1557
received part of,1557
would receive,1557
receive,1557
had received,1557
received,1557
increase spending,1558
increase spending by,1558
increases spending on,1558
increase spending after,1558
increase spending of,1558
Purchases pace higher in,1559
increased purchases of,1559
increased purchases in,1559
has more investment in,1560
has higher investment than,1560
increased investment in,1561
increased investments in,1561
being reinvested with,1562
reinvested with,1562
will be reinvested by,1562
will reinvest,1562
conducted purchases,1563
conducts purchases,1563
Conducted Asset Purchases,1563
finance purchases of,1564
purchases of,1564
made purchases of,1564
invested in,1565
invested into,1565
to invest in,1566
to be invested in,1566
acquired by,1567
acquired,1567
plan to continue reinvesting for,1568
intends to continue reinvestment,1568
intends to continue reinvesting for,1568
intention to continue reinvesting for,1568
intends to continue reinvesting,1568
intends to continue reinvesting in full,1568
plans to continue reinvesting,1568
want to maintain by continuing to reinvest,1569
continues reinvesting to maintain,1569
aims to maintain with reinvesting,1569
continue to be reinvested in,1570
continue to reinvest,1570
limited contribution to,1571
limited participation due to,1571
reason for limited contribution,1571
made limited contribution to,1571
buying,1572
purchase,1572
reinvested until at least,1573
reinvest until,1573
reinvested until,1573
contributed marginally to,1574
contributed marginally to growth,1574
purchased by,1575
purchased,1575
purchased for,1575
bought from,1576
purchased from,1576
plan to reinvest,1577
plans to reinvest,1577
plans to reinvest in,1577
intends to reinvest,1578
intends to reinvest for,1578
intends to reinvest until at least,1579
has committed to reinvest until,1579
intends to reinvest until,1579
plans to reinvest until,1579
with low,1580
low under,1580
triggered increase,1581
prompted increase,1581
prompted,1582
prompts,1582
could prompt,1582
prompted by,1582
prompting,1582
time frame for effect,1583
time of effect,1583
impact duration,1584
time of impact by,1584
impact timing,1584
impact time,1584
affects time of impact on,1584
impact time frame,1584
time of last impact,1584
expected to act in,1585
may expect action from,1585
incorporates,1586
incorporates category,1586
to incorporate,1587
incorporate,1587
will consider incorporating,1588
willing to incorporate,1588
boosted recovery of,1589
boosted recovery in,1589
compared to episodes,1590
compared to show,1590
seeks to maintain contacts with,1591
Maintains regular contacts with,1591
maintains contact with,1591
could be attributed to,1592
Attributed to,1592
is attributed to,1592
attributed to,1592
described as stable for,1593
has stable support for,1593
understood for,1594
used to understand,1594
has fiscal outlook,1595
has economic outlook for,1595
economic growth outlook,1595
economic outlook comparison,1595
use less,1596
need less,1596
represents correlation at peak,1597
correlated with peak of,1597
has data available until,1598
data available until,1598
available until,1598
available data up to,1598
is softened by,1599
experienced softened,1599
softened in,1599
softened due to,1599
softened at,1599
impact unfolds over,1600
impact over,1600
provided relief for,1601
relief on,1601
provides relief,1601
relief from,1601
additional relief to,1601
relieved by,1601
depicts,1602
depicted as,1602
depicted in,1602
used to illustrate,1603
is to illustrate,1603
illustrate,1603
illustrates,1603
illustrated by,1604
illustrated in,1604
illustration in,1604
primarily integrated with,1605
integrated into,1605
incorporated into,1605
is integrated in,1605
new integration into,1605
integrated into for outcome,1605
integrated by,1605
integrated with,1605
integration into,1605
rose to in time,1606
rose by time,1606
value in year,1607
value in time compared to last year,1607
value by the end of,1608
value by end of,1608
started working on,1609
working on,1609
means for,1610
means,1610
chosen by,1611
chosen to define,1611
determines,1612
determine,1612
Determine,1612
driving force for,1613
driving factor,1613
chosen based on,1614
selected based on,1614
is determined by,1615
determined by,1615
Determined by,1615
will determine,1616
will be decided on the basis of,1616
will be determined by,1616
rose to in,1617
rose to,1617
rose from,1617
rose in,1617
Rose by,1618
rose by,1618
decided based on,1619
decides based on,1619
decision based on,1620
decisions based on,1620
made decision,1621
decision made on,1621
took decision on,1621
made decision on,1621
decisions for,1622
decisions by,1622
Decisions on,1622
decide on,1623
decides on,1623
decides,1623
decided on,1624
decided,1624
decided at,1624
decided to,1625
Decided To,1625
to ensure alignment with,1626
lays down requirement of alignment,1626
not inconsistent with,1627
is not inconsistent with,1627
consistent with movement to,1628
consistent with movement from,1628
consistency,1629
consistency in,1629
is consistent with,1630
ConsistentWith,1630
consistent with,1630
counteracts,1631
counteracted,1631
counteract,1631
had positive growth in,1632
observed positive growth in,1632
wants to move towards,1633
suggested to move towards,1633
moves towards,1634
moving towards,1634
was previously,1635
was initially,1635
annual growth rate moderated to,1636
moderate growth from,1636
growth moderated and returned,1636
growth moderated in,1636
growth moderated to level,1636
returned to growth in,1636
represents imports percentage,1637
percentage of food imports,1637
percentage of imports,1637
makes up imports percentage in sector,1638
accounts for imports percentage in sectors,1638
R CONTRIBUTED TO,1639
R CONTRIBUTION TO,1639
evolve along with,1640
evolve due to,1640
calculated as average,1641
obtained as average,1641
Belongs To,1642
belongs to,1642
belong to,1642
belong to region,1642
calculates,1643
is to calculate,1643
reaction related to,1644
reaction based on,1644
operation conducted at,1645
operations conducted during,1645
calculation includes,1646
allows calculation of,1646
allows calculation,1646
Required amount in,1647
Required amount of,1647
operated by,1648
operated as,1648
operated,1648
owned operated by,1649
owned by,1649
operates in,1650
operating in,1650
operates under,1650
operate in,1650
operates within,1650
operates through,1651
operates via,1651
operated via,1651
computed by,1652
calculated for,1652
calculated in,1652
calculated from,1652
is calculated by,1652
is calculated as,1652
calculated as since,1652
calculated using,1652
calculated by,1652
calculated based on,1652
calculated as,1652
is calculated using,1652
calculated by using,1652
used for calculating,1653
used for calculations,1653
used to compute,1653
evolution from,1654
shows evolution of,1654
would help to shield,1655
could shield,1655
helps to shield,1655
should shield,1655
indicative need for,1656
indicated need for,1656
reason for subdued growth,1657
reason for weak growth,1657
consolidated,1658
consolidates,1658
discontinue,1659
discontinue at,1659
discontinuation starts,1659
discontinue as of,1659
projected weak growth due to,1660
slower growth projection due to,1660
cause slower growth in,1661
slower growth in,1661
slow growth due to,1661
activities to,1662
activity of,1662
for activity,1662
related to activities of,1662
activity,1662
has maximum value,1663
has maximum total amount,1663
regarding provision of,1664
service provision,1664
provision to,1664
provision of,1664
given,1665
given to,1665
mandated,1666
mandated by,1666
has mandate,1667
mandate,1667
at cost of,1668
at expense of,1668
comes at the expense of,1668
average contribution to,1669
has average contribution,1669
halved exports to,1670
reduction in number of products exported to,1670
exports drop by,1670
exports decrease by,1670
exports declined after,1670
exports fall to,1670
decreased exports to,1670
exports decrease to,1670
exports drop to,1670
fueling expectations of,1671
fueled expectations of,1671
products available less than,1672
less available than,1672
has average expectation difference of,1673
expected difference compared to,1673
fell between,1674
fall between,1674
lost between,1674
after time,1675
before time,1675
start to tumble at,1676
tumble due to,1676
remain distant from,1677
remain some distance from,1677
major risk factors include,1678
risk factors include,1678
risk factor,1679
risk factor for,1679
risk factor of,1679
has macro impact,1680
impacts macro,1680
difference observed between,1681
differences observed between,1681
have implications for,1682
implications for,1682
mentions implications of,1682
had implications for,1682
implications of,1682
has implications for,1682
provided implications for,1682
implication for,1683
R implication in,1683
implication in,1683
implication of,1683
has disadvantage,1684
advantage,1684
offers more advantageous,1684
has advantage,1684
provides advantages,1684
level last observed in,1685
observed level in,1685
announced decision to phase out,1686
announced phase out by,1686
followed by,1687
is followed by,1687
named,1688
named as,1688
named for,1688
as named in,1688
featured in,1689
appeared in,1689
to feature in,1689
postpone,1690
postponing,1690
respond by postponing,1690
Follows,1691
follows,1691
Follow,1692
follow,1692
delayed introduction until,1693
delayed introduction of,1693
ensures stabilization of,1694
ensures stability in,1694
published with a delay of,1695
publication delay,1695
increases after duration,1696
increase duration of,1696
delays,1697
delayed until,1697
delayed,1697
delayed by,1697
delay,1697
was delayed by,1697
postponed in,1698
have postponed,1698
postponed,1698
can be postponed,1698
published after,1699
before publishing,1699
plummeted for,1700
plummeted due to,1700
plummeted during,1700
plunged,1701
plunged due to,1701
plunged by,1701
plunged in,1701
plunged time,1701
intended to prepare for,1702
in preparation relating to,1702
control,1703
control for,1703
controls for,1703
controlled in,1704
in control of,1704
need to prepare,1705
Needs Preparation,1705
to avoid interference with,1706
managed to avoid interference,1706
will be managed carefully to avoid interference with,1706
prepared,1707
prepared to,1707
prepared to make,1707
prepared with,1707
prepared before,1707
prepared by,1707
plans to,1708
plans for,1708
plan to make,1708
plan for,1708
constrainedBy,1709
likely to be constrained by,1709
constrained by,1709
constrained,1709
consists of constraints on,1709
constraints,1709
avoided outcome,1710
avoided by avoiding,1710
managed to avoid,1710
avoided,1710
avoids,1710
avoid,1711
to avoid,1711
seeks to avoid,1711
needs to avoid,1711
trying to avoid,1711
aim to avoid,1711
required to avoid,1711
will help to avoid,1712
helps to avoid,1712
help to avoid,1712
mainly used in,1713
used mostly,1713
used primarily for,1713
posted record lows during,1714
record low,1714
incentive to reduce,1715
provide incentive to reduce,1715
reduced incentives for,1716
reducing incentives for,1716
continued new highs in,1717
reached new historical high,1717
reached new highs in,1717
asked about,1718
asks,1718
asks about,1718
record high,1719
record high reached,1719
record high in,1719
Reached Record Level,1720
reached record level of,1720
have requested for,1721
requested by,1721
ask for,1722
can ask for,1722
durable worsening of,1723
durable worsening,1723
start publication of,1724
started publishing,1724
began publishing in,1724
stability relative to,1725
stability level compared,1725
LEVEL COMPARISON,1726
comparison to level,1726
level comparison,1726
level compared to,1727
compared to level,1727
increased from April,1728
increased from March to April from,1728
increased in April to,1728
increased to May,1728
increased from March to,1728
projected ratio to,1729
projected ratio in,1729
has measures supporting,1730
result of support measures from,1730
received support for measures in,1730
measures supported,1730
support measures for,1730
aims to end before raising,1731
expected to end before raising,1731
access continued to improve in,1732
access improved for,1732
increased access to,1732
could improve access,1732
appears as,1733
appear,1733
appear at,1733
confirmed necessity of,1734
confirmed necessity,1734
Priced in rate hikes for,1735
had an additional rate hike priced in,1735
additional rate hike priced at,1735
output fall due to,1736
assumed fall in output,1736
caused fall in output,1736
output drop during,1736
is studied in,1737
study by,1737
conducts study on,1737
studies,1737
studied by,1737
studied in,1737
represented in year,1738
representation year,1738
represented share by,1739
represents share in,1739
represents,1740
represented in,1740
represented by,1740
represented of,1740
represent,1740
represented among,1740
represents of,1740
represents in,1740
representation,1740
represented,1740
built on,1741
can build on,1741
availability of data,1742
time of data availability,1742
has issue number,1743
issue date,1743
issue number,1743
issue,1744
is issue,1744
has issue,1744
Status Before,1745
status since,1745
compared to response to,1746
response compared to,1746
response relative to,1746
decrease from month,1747
decrease to month,1747
decreased from month,1747
monthly decline,1747
lower than month,1747
placed in,1748
in place until,1748
put in place during,1748
in place at,1748
put in place,1748
contain pressure on,1749
pressure reduced,1749
alleviate pressure on,1749
reduce pressure on,1749
stand close to,1750
stands close to,1750
in location,1751
at location,1751
putting pressure on prices of,1752
increase in price pressure due to,1752
Pushing up prices of,1752
closer to,1753
moved closer to,1753
is close to,1754
close to,1754
located in,1755
located at,1755
stood in,1756
stand in,1756
pressure from,1757
pressured by,1757
derived from pressure,1757
Stand at,1758
standing at,1758
stands at,1758
stand at,1758
Stood at,1759
stood at,1759
stood at in,1759
location for,1760
location of,1760
location where,1760
Location,1761
location,1761
used to remunerate,1762
were remunerated by,1762
remunerated amid,1762
remunerated above,1762
remunerated by,1762
remunerated at,1762
for remunerating,1762
increasing pressure from,1763
increase pressures on,1763
increase pressure on,1763
add pressure to,1763
exert pressure on,1764
exerts pressure on,1764
spending makes a larger share in,1765
tend to spend higher share on,1765
causing pressure on,1766
implies pressure on,1766
placing pressure on,1766
put pressure on,1766
puts pressure on,1766
added pressure on,1767
added to pressures on,1767
association with,1768
has associations with,1768
has associated,1768
associated with,1768
is associated with,1768
Associated with,1768
associate with,1769
associates with,1769
hard hit by,1770
worst hit by,1770
hit hardest,1770
hardest hit by,1770
examines interrelation,1771
examines link between,1771
come from,1772
came from,1772
comes from,1772
main reason is,1773
main factors,1773
main factor behind,1773
originates from,1774
originated from,1774
originating from,1774
originated in,1774
Originate In,1775
originate in,1775
has less relevance,1776
becomes less relevant,1776
less relevant during,1776
assigns less importance to,1776
Significance lost for,1776
Less significance due to,1776
is less relevant for,1776
not significant due to,1776
less important in,1776
less relevant for,1776
not relevant for,1776
refers to interest rate,1777
related to interest rates,1777
experienced change in,1778
experienced change,1778
experience change in,1779
experience changes in,1779
critical during,1780
is deemed critical due to,1780
is critical in,1780
is critical for,1780
has positive effects on,1781
has had a positive effect on,1781
has positive effect on,1781
had strong positive impact on,1782
had a strong positive impact on,1782
has a positive impact as,1783
can have positive impact on,1783
positive impact on,1784
impacts positively on,1784
is picking up in,1785
picked up when,1785
picked up from,1785
will pick up in,1785
picked up after,1785
picked up across,1785
picked up,1785
picked up in,1785
contributes stronger in,1786
contributions higher in,1786
stronger contribution in,1786
greater contribution to,1787
larger contribution than,1787
acted as,1788
acts with,1788
acts on,1788
acts as,1788
associated with entity,1789
related to event,1789
associated with event,1789
related event,1789
together with,1790
along with,1790
alongside with,1790
combined with,1791
can be combined with,1791
combined,1791
combined to become,1791
in combination with,1791
provides service,1792
provides service in,1792
offer service for,1792
reduce purchases due to,1793
reduce spending on,1793
cut spending due to,1793
use term,1794
uses term,1794
reported inflation expectations higher than,1795
inflation expectations increased by,1795
associated to a lesser extent,1796
to lesser extent by,1796
expected to drive,1797
is expected to drive,1797
state compared to,1798
compared with state,1798
emphasized need for,1799
reiterated need for,1799
emphasizes need from,1799
has stressed the need for,1799
despite signs of easing,1800
has shown limited signs of easing,1800
compared with the average annual rate,1801
comparison with average annual rate,1801
associated with costs,1802
associated cost,1802
associated with pricing of,1802
or,1803
And,1803
and,1803
accounted for,1804
previously accounted for,1804
accounted for by,1804
accounted by,1804
accounted at,1804
accounted value,1804
will continue reducing,1805
will continue to reduce,1805
funded,1806
funded by,1806
funding to,1806
financed by,1807
FINANCED BY,1807
account for share of,1808
account for part of,1808
as a share of,1809
as share of,1809
share of,1809
had share of,1809
share is,1810
has share in,1810
share for,1810
share,1810
share in,1810
less concentrated than,1811
becomes less concentrated due to,1811
continue applying,1812
continue to apply,1812
plans to continue applying,1812
status change in,1813
change status,1813
potentially problematic due to,1814
has potential problems,1814
problematic for,1814
problematic because,1814
decreased from spike,1815
declined since spike before,1815
limits negative impact of,1816
limits impact on,1816
aligned with by,1817
align with,1817
aligned since,1817
aligned according to,1817
path aligned with,1817
aligning with,1817
aims to align,1817
aligns with,1817
aligned with,1817
alignment with,1817
food inflation impact,1818
energy inflation impact,1818
reach before,1819
allowed before reaching,1819
reaching before time,1819
after reaching,1819
before reaching,1819
initial rate of,1820
initial rate,1820
initial percentage,1820
initial value in,1821
initial value,1821
tends towards,1822
tend to have,1822
tends to,1822
tend to use,1822
tended to be,1822
tends to be,1822
tend to be,1822
amount as of date,1823
amount by date,1823
projected stance,1824
projected stance in,1824
has projected stance,1824
manages,1825
managing,1825
managed by,1825
participation rate of age,1826
participation rate percentage,1826
participation rate equal to age,1826
perceived by,1827
perceived as,1827
factor of,1828
factor for,1828
are a factor in,1829
is a factor in,1829
must factor in,1830
factor in,1830
factor into,1830
perception of,1831
perception,1831
perceive,1832
perceives,1832
increase in participation rate by,1833
participation rate increased by,1833
increase in participation since,1834
participation increase in,1834
illustrates risks,1835
represents risk to,1835
improved expectations about,1836
revised down expectations for,1836
indicated revision of expectations,1836
expectations revised for,1836
revised expectations towards,1836
growth rate excluding,1837
growth rate excluding factors,1837
had growth rate excluding,1837
aims to reinstate,1838
aims to return,1838
aims for return to,1838
aims to restore,1838
objective is a return to,1839
objective is to return,1839
expected state relative to,1840
estimated state,1840
expected future state,1840
expected state,1840
expected state in,1840
composition,1841
composition of,1841
show differences in,1842
show substantial differences across,1842
show difference similar to,1842
range in,1843
ranges in,1843
range,1843
has range,1844
has range of,1844
comprised of,1845
comprised,1845
suggests condition of,1846
suggests condition for,1846
consists of,1847
consist of,1847
comprise,1848
comprise of,1848
comprises of,1849
comprises,1849
share of GDP for year,1850
combined share of GDP in year,1850
impact start on,1851
impact start,1851
reported a shift,1852
reported turnover change,1852
reported change,1852
reported shift,1852
moved to,1853
moved,1853
moved into,1853
influence time,1854
time influence,1854
transferred to,1855
transferred from,1855
transfers,1856
transferring,1856
indirect effects on,1857
have indirect effects through,1857
has direct benefits through,1858
gives indirect benefits through,1858
should change with,1859
might change in,1859
expressed by,1860
expressed,1860
expressed in,1860
expressed as,1860
expressed during,1860
driving down,1861
drives down,1861
had value in month,1862
rose from value in month,1862
current status in,1863
current state for,1863
adjustment time,1864
timeframe of adjustment,1864
adjustments occurred through,1865
underwent adjustment after,1865
needs to adjust instruments,1866
adjust to ensure,1866
ensures adjustment of,1866
ensure by adjusting,1866
ensure by adjusting instruments,1866
adjust instruments to ensure movement towards,1867
ensure movement towards by adjusting,1867
Caused revision,1868
revision cause,1868
caused to revise by,1868
need adaptation,1869
needs adaptation to,1869
should be adapted,1869
have status,1870
has status,1870
has status of,1870
status is,1871
status,1871
status in,1872
status at,1872
is status in,1872
could trigger,1873
might trigger,1873
may trigger,1873
exist in,1874
existed during,1874
exists in,1874
exists for,1874
exists at,1874
existed in,1874
exist within,1874
is within,1875
within,1875
be within,1875
reaches,1876
reach,1876
aimed to counteract,1877
aims to counter,1877
meant to counteract,1877
aimed at countering,1877
aims to combat,1877
aiming to counter,1877
countering risks related to,1878
aiming to counter risks related to,1878
counter risks to,1878
aim to counter risks to,1878
used to show,1879
used to,1879
reached by,1880
Reached by,1880
Reached,1881
reached,1881
reached to,1881
reached for,1881
reached in,1881
reached on,1881
reached at,1881
initial time at date,1882
initial time,1882
annual growth rate in December,1883
annual growth rate in January,1883
signs of,1884
has signs of,1884
shows signs of,1884
signs point towards,1884
showing signs of,1884
showed signs,1884
showed signs of,1884
sign of,1884
corrected for,1885
corrected due to,1885
remains vulnerable to,1886
higher vulnerability in,1886
considered vulnerable in,1886
vulnerable to,1886
vulnerable to changes in,1886
makes vulnerable,1886
prone to,1886
more vulnerable than,1886
susceptible to,1886
can compensate for,1887
used to compensate,1887
to compensate,1887
compensate,1887
purpose is to compensate,1887
compensates for,1887
attempt to compensate for,1887
compensate for,1887
compensation for,1888
compensated by,1888
compensated for,1888
stand ready to adjust,1889
stands ready to adjust,1889
Implementation phase,1890
implemented in phases,1890
ready to adjust,1891
prepared to make adjustments for,1891
plan to adjust at,1891
prepared to adjust,1891
requires adjustment of,1892
requires adjustment for,1892
remain close to,1893
remained close to,1893
saw increase in,1894
saw rise in,1894
saw growth,1894
Abbreviated As,1895
abbreviated as,1895
is abbreviated as,1895
abbreviated to,1895
is an abbreviation for,1896
is an acronym of,1896
abbreviation for,1897
abbreviation,1897
abbreviation of,1897
dated,1898
dated by,1898
adjust,1899
adjusts,1899
can be adjusted,1899
can adjust,1899
adjusts with,1899
to adjust,1899
adjusting to,1899
adjust to,1899
adapted to,1899
adjusts to,1899
adjusting,1899
adapts to,1899
adapting to,1899
availability status,1900
reliability status,1900
turn,1901
turned,1901
date,1902
date for,1902
date of,1902
is date of,1902
on date,1902
to date,1903
from date,1903
adjusted,1904
adjusted by,1904
adjusted to,1904
adjusted for,1904
adjusted with,1904
adjusted according to,1904
adjusted in,1904
adjusted due to,1904
adjustment for,1905
adjustment in,1905
felt through,1906
seen through,1906
looks through,1906
is time comparison point for,1907
is time point of,1907
is time point for,1907
expect prices in,1908
expect prices,1908
remains over time,1909
remains over period,1909
remains for period,1909
help to achieve,1910
helps to achieve,1910
declined percentage month,1911
dropped percentage month,1911
responsive to,1912
responsiveness to,1912
may alter,1913
can alter,1913
can change,1913
reveals,1914
reveal,1914
revealed,1914
reveals information about,1914
reveal about,1914
reveals about,1914
revealed about,1914
is driving,1915
driving,1915
has been driven up for,1916
drive up,1916
driving up,1916
driven up by,1916
driven up,1916
growing more strongly,1917
growing strongly,1917
drives,1918
Drive,1918
drive,1918
typically drives,1919
also drives,1919
modified due to,1920
reason to modify,1920
plays a smaller role in,1921
plays smaller role in year,1921
should mainly be driven by,1922
should be driven by,1922
mostly driven by,1923
mainly driven by,1923
drove,1924
driven,1924
mentioned policy measures,1925
policy measures aim at,1925
was driven by,1926
is driven by,1926
driven by,1927
Driven by,1927
led to a smaller drop in,1928
led to smaller drop in,1928
negative growth in,1929
experienced negative growth,1929
released in,1930
released on,1930
released,1930
holds promise for containment,1931
promises containment of,1931
has smaller share in,1932
has lower share of,1932
smaller share in,1932
less contribution than,1933
has smaller contribution,1933
driver of,1934
is a driver of,1934
is driver of,1934
drivers of,1935
are drivers of,1935
average rate in,1936
actual rate in,1936
became more negative,1937
became more negative by,1937
turned more negative by,1937
has publication date,1938
has publication year,1938
described as negative in,1939
negative in,1939
date of release,1940
released on date,1940
signaled response to,1941
indicate response of,1941
action required,1942
action needed,1942
requires action during,1942
requires action at,1942
reason for action,1943
cause for action,1943
has projection change,1944
projection revision,1944
projection change,1944
turned negative,1945
turn negative due to,1945
turn negative in,1945
turns negative in,1945
should turn negative,1945
turned negative in,1945
first turned negative time,1945
turned negative due to,1945
published in year,1946
Published in Year,1946
publish year,1947
publication date,1947
publication year,1947
documented,1948
documented in,1948
is documented in,1948
related to number of,1949
has number of,1949
is number of,1949
has number,1949
number of,1949
was negative since,1950
negative since,1950
remained negative,1951
remained negative in,1951
remained negative for,1951
remained negative since,1951
continued to be negative in,1951
remained in negative territory in,1951
containment of,1952
caused by containment,1952
enacted measures,1953
implemented legal measures,1953
enacted by,1954
enacted in,1954
enacted,1954
struggled to meet,1955
struggling to meet,1955
take action against,1956
take action regarding,1956
action,1957
action by,1957
broadly same as,1958
same as,1958
identical with,1958
is same as,1958
is the same as,1958
introduced measures to contain,1959
implemented measures to contain,1959
imposed measures to contain,1959
implemented to contain,1959
measures taken to contain include,1959
is quantified as,1960
quantified as,1960
quantified by,1960
quantify,1960
is quantified by,1960
QuantifiedAs,1960
quantifies,1960
have taken measures,1961
taken measures on,1961
took measures to,1962
took measures,1962
took measures for,1962
measures taken for,1963
measures taken include,1963
took action in response to,1964
took action on,1964
took actions for,1964
action taken in,1964
action taken,1964
action taken with,1964
took action to address,1964
took action in,1964
expected to give a further boost to,1965
likely to boost due to,1965
expected boost from,1965
would boost,1966
potential to boost,1966
outlook revised for,1967
outlook revised due to,1967
growth forecast revised by,1968
revised growth outlook for,1968
revised real GDP growth outlook to,1968
enacted in response to,1969
implemented in response to,1969
introduced in response to,1969
responses to,1970
response to,1970
taken in response to,1970
responded to,1970
responded with,1970
can respond to,1970
responds more to,1970
response was,1970
respond to,1970
need to respond to,1970
responded in,1970
responding to,1970
responds to,1970
response of,1970
reply to,1970
respond,1970
responded,1970
responds in,1970
in response to,1970
should be in response to,1970
issued in response to,1970
responds with,1970
respond by,1970
reacts to,1971
reacted to,1971
reaction to,1971
react to,1971
in reaction to,1971
defined as,1972
is defined as,1972
define,1973
defines,1973
definition,1973
Definition Of,1974
definition of,1974
persistence depends on,1975
determines persistence of,1975
foresees for,1976
foresees,1976
foresee,1976
foresaw,1977
foresaw a,1977
state after,1978
state during,1978
prompted shift of,1979
prompting change due to,1979
state of,1980
state at,1980
state in,1980
state,1980
state on,1980
is state of,1980
state for,1980
has state,1981
has state of,1981
had state of,1981
to strengthen recovery in,1982
strengthens recovery in,1982
is recovering due to strengthening of,1982
leads to muted response in,1983
had muted response compared to,1983
recovery period,1984
recovery time,1984
recovering in timeframe,1984
recover start time,1984
time of recovery,1984
recovery cause by,1985
recovery affected by,1985
experienced state after,1986
experienced during,1986
experienced after,1986
rate difference,1987
rate comparison,1987
experienced by,1988
experienced due to,1988
experienced in,1989
experienced,1989
experiences,1990
experience,1990
is experiencing,1991
experiencing,1991
between,1992
range between,1992
could be between,1992
usage between,1992
last between,1992
is between,1992
Between time,1992
between start,1992
bounce back to,1993
bounce back when,1993
resumed,1994
resumed in,1994
has resumed in,1994
resumed after,1994
could be resumed under,1995
can be resumed,1995
can be resumed to counter,1995
average percentage,1996
average percentage of,1996
partially recovered,1997
partly recovered from,1997
partly recovered during months,1997
partially recovered in,1997
implies recovery in,1998
suggests rebound in,1998
suggests recovery of,1998
indicates recovery from,1998
available beyond,1999
is available beyond,1999
Implemented to support,2000
implemented to support,2000
support implementation of,2000
economy expected recovery after,2001
expected after economy recovers from,2001
recovery led by,2002
led to recovery in,2002
leads to recovery of,2002
expected to regain momentum,2003
projected to regain momentum in,2003
forecast to gradually regain momentum with progress in,2004
forecast to gradually regain momentum once progress is made on,2004
forecast to gradually regain momentum after,2004
followed by rebound in,2005
followed rebound in,2005
recovery status in,2006
has recovery status,2006
performance period compared,2007
compared to performance of,2007
compared performance with,2007
performance in time frame,2007
performance compared to,2007
expected to return to,2008
expected to regain,2008
expects return to,2008
are projected to return to,2008
expected to resume,2009
is expected to resume after,2009
expected to resume after,2009
began to recover in,2010
start to recover,2010
began recovery,2010
started to recover,2010
recovered strongly in,2011
showed strong recovery in,2011
recovered strongly,2011
continue to recover strongly from,2012
continue to recover strongly in,2012
rose after,2013
rose during,2013
rose since,2013
rose after starting,2013
rose after event,2013
turned positive,2014
became positive in,2014
turned positive in,2014
increased and turned positive in,2014
becomes positive when,2014
Turned positive in,2014
rebound by,2015
had rebound,2015
rebounded to,2015
rebounded after,2015
to rebound,2015
rebound,2015
experienced rebound,2015
rebounded to above,2015
rebound to,2015
rebounded from,2015
rebound after,2015
rebounded,2015
rebounded by,2015
rebounded in period,2015
rebounded in,2015
rebounded by in,2015
rebound in,2015
continues to build up,2016
continued to build up,2016
continued to build up at,2016
built up,2017
have built up,2017
built up during,2017
built up by,2017
was positive due to,2018
was positive to,2018
positive in,2019
positive for,2019
time of rebound,2020
rebound time,2020
experienced recovery in,2021
experienced recovery during,2021
experienced recovery,2021
included start of,2022
included the start of,2022
before event,2023
after event,2023
post event,2023
expected to rebound strongly throughout,2024
expected to rebound strongly,2024
recovery supported by,2025
recovered supported by,2025
support recovery,2025
supports recovery in,2025
recovers with support,2025
supported recovery,2025
supports recovery,2025
supported recovery of,2025
supported by recovery of,2025
before,2026
after being,2026
prior to,2026
after,2026
after it,2026
date before,2027
before date,2027
results from implementation of,2028
results from earlier implementation of,2028
were introduced in,2029
introduced due to,2029
introduced as,2029
introduces,2029
introduce,2029
was introduced in,2029
introduced during,2029
introduced for,2029
introduced year,2029
introduced,2029
introduced by,2029
introduced in,2029
introduced from,2029
introduced to,2029
introducing,2029
introduced on,2029
introduction of,2029
first introduced in,2029
introduced before,2030
introduction before,2030
rebound due to,2031
rebounds due to,2031
recovers from,2032
in recovery of,2032
recovered since,2032
recovers with,2032
recovered from,2032
has recovered in,2032
recovering from,2032
is recovering in,2032
recover,2032
recovered by,2032
recovering,2032
while recovering,2032
recovery from,2032
recovered,2032
recovered at,2032
recovered to,2032
recovered in,2032
recovers,2032
recovers amid,2032
recovery in,2032
recovered on,2032
recovered after,2032
recovers in,2032
recovers after,2032
recovery after,2032
recovered during,2032
recovered due to,2032
recovered towards,2032
recovers despite,2033
recovered despite,2033
anticipate,2034
anticipates for,2034
anticipates,2034
serve to anticipate,2034
anticipate regarding,2034
expected rebound time,2035
expected rebound period,2035
expected recovery,2036
expects recovery in,2036
recovery expected to be,2036
collected from,2037
collected at,2037
collected up to,2037
anticipated to recover from,2038
expected to recover due to,2038
projected to recover from,2038
expected to recover over,2039
is expected to recover over,2039
expected rebound,2040
expected rebound in,2040
expected rebound to,2040
expected to rebound in,2041
expected to have rebounded,2041
pose challenge to,2042
pose a challenge when,2042
had price of,2043
has cost,2043
has price of,2043
determines extent of effect,2044
determines extent of,2044
outlook described as,2045
describes outlook as,2045
shows,2046
shows about,2046
shows by,2046
show,2046
Show,2046
value in time,2047
time of value,2047
currently higher than by,2048
currently higher than,2048
last observed during,2049
last observed,2049
stabilised to year,2050
stabilised from year,2050
required to implement,2051
should implement,2051
